id;ip;Q1;Q2A;Q2B;Q2C;Q2D;Q2E;Q2F;Q3A;Q3B;Q4A;Q4B;Q4C;Q5A;Q5B;Q5C;Q5D;Q5E;Q5F;Q5G;Q5H;Q6A;Q6B;Q7A;Q7B;Q7C;Q7D;Q7E;Q7F;Q7G;Q7H;Q7I;Q8A;Q8B;Q8C;Q8D;Q8E;Q8F;Q8G;Q8H;Q9;Q10;Q11A;Q11B;Q12A;Q12B;Q13A;Q13B;Q14
469;198.103.140.249;Oui;Oui;Oui;Oui;Non;Non;;Q3A2;;Q46;Q48;Q43;5;3;4;4;4;5;5;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Oui;Non;Non;;Certificat;;Autre;Cyberenquête;Un homme;;Citoyen canadien;;
812;96.20.220.212;Oui;Oui;Oui;Oui;Non;Non;;Q3A2;;Q46;Q41;Q48;;2;3;;;4;;1;Q64;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Certificat;;Informatique;;Une femme;;Résident permanent;;Merci pour votre souhait d'aider les étudiants-entrepreneurs!
956;184.163.166.26;Peut-être;Non;Non;Non;Non;Non;Je pense proposer un projet;Q3A2;;Q41;Q47;Q45;3;1;1;1;1;1;1;2;Q61;Q62;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Certificat;;Informatique;;Une femme;;Citoyen canadien;;
1224;70.31.197.109;Oui;Oui;Oui;Oui;Non;Non;;Q3A2;;Q48;Q46;Q47;4;4;5;5;5;5;5;5;Q61;Q62;Oui;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;Peut-être préciser s'il y a des opportunités pour des parcours BMI.
49;142.100.231.11;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;Non;Non;;Certificat;;Informatique;;Une femme;;Citoyen canadien;;
78;132.219.146.174;Peut-être;Non;Non;Non;Oui;Non;;;;Q41;Q45;Q43;5;5;5;2;1;4;4;4;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;Non
247;24.225.187.247;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Certificat;;Civil;;Un homme;;Citoyen canadien;;
252;70.82.107.42;Non;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Certificat;;Informatique;;Une femme;;Citoyen canadien;;
394;142.184.65.186;Non;Oui;Non;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Oui;Non;Non;;Certificat;;Civil;;Une femme;;Étudiant étranger;;
517;70.82.245.49;Peut-être;Oui;Oui;Oui;Non;Non;;;;Q46;Q41;Q42;1;3;2;2;3;1;1;3;Q63;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Oui;Non;Non;Non;Non;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;
524;74.57.137.162;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Certificat;;Autre;Cybersécurité;Un homme;;Citoyen canadien;;
586;96.23.132.18;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Certificat;;Mécanique;;Un homme;;Citoyen canadien;;
587;72.143.211.67;Peut-être;Oui;Non;Oui;Non;Non;;;;Q42;Q48;Q41;1;2;1;2;1;2;1;2;Q62;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;
642;172.102.20.79;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;
663;107.171.159.163;Non;Non;Non;Non;Oui;Oui;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;
829;132.204.251.254;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Certificat;;Autre;technologie avancée de prévention incendie;Une femme;;Citoyen canadien;;
844;142.169.78.92;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Oui;;Certificat;;Informatique;;Une femme;;Citoyen canadien;;
980;107.159.44.225;Peut-être;Non;Non;Non;Oui;Non;;;;Q42;Q43;Q48;;;;;;;;;Q61;Q64;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Certificat;;Informatique;;Un homme;;Citoyen canadien;;
983;24.202.149.188;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Oui;Non;Non;;Certificat;;Autre;;Un homme;;Citoyen canadien;;
310;173.176.130.204;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q45;Q48;Q47;3;4;4;;3;5;5;5;Q63;Q64;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;DESS;;Civil;;Un homme;;Étudiant étranger;;
712;37.169.231.214;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q46;Q45;Q48;2;4;5;4;5;4;4;4;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Non;Oui;Oui;Non;;DESS;;Industriel;;Un homme;;Étudiant étranger;;
906;107.159.22.209;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q43;Q47;3;4;;3;3;4;4;4;Q61;Q62;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;DESS;;Civil;;Un homme;;Étudiant étranger;;
1097;74.12.221.235;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q45;Q43;;4;4;3;3;2;5;;3;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;DESS;;Civil;;Une femme;;Citoyen canadien;;
1143;67.70.103.84;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q42;Q45;5;5;5;5;5;5;5;5;Q61;Q63;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;DESS;;Industriel;;Une femme;;Citoyen canadien;;
445;67.68.134.214;Oui;Non;Non;Non;Oui;Non;;Q3A3;;Q46;Q42;Q43;5;4;4;4;4;3;4;4;Q61;Q63;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;DESS;;Informatique;;Un homme;;Résident permanent;;
674;107.159.19.239;Oui;Oui;Non;Oui;Non;Non;;Q3A2;;Q46;Q45;Q43;5;5;3;5;5;5;5;3;Q64;Q61;Non;Oui;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;DESS;;Industriel;;Une femme;;Résident permanent;;
907;72.143.208.41;Oui;Non;Non;Oui;Non;Non;;Q3A2;;Q46;Q41;Q47;2;1;4;3;4;3;2;2;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Oui;Non;Non;;DESS;;Électrique;;Un homme;;Résident permanent;;
658;74.57.137.27;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Oui;Oui;Oui;Non;Non;Non;;DESS;;Civil;;Un homme;;Citoyen canadien;;
1288;10.200.50.132;Peut-être;Oui;Oui;Non;Non;Non;;;;Q47;Q42;Q44;2;1;2;5;3;2;1;1;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;Non;Non;;DESS;;Civil;;Une femme;;Étudiant étranger;;
28;10.200.59.139;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q48;Q47;Q45;4;5;5;5;5;5;5;5;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Une femme;;Citoyen canadien;;
53;132.207.95.160;Oui;Non;Non;Non;Non;Oui;;Q3A4;;Q42;Q48;Q41;5;5;5;4;4;5;5;5;Q64;Q61;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Civil;;Une femme;;Résident permanent;;
89;132.207.104.235;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q41;Q48;3;4;5;4;3;4;3;4;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Citoyen canadien;;
95;132.207.54.220;Oui;Non;Non;Non;Non;Oui;;Q3A4;;Q48;Q43;Q47;4;4;4;4;5;5;4;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Oui;Non;Non;;Doctorat;;Minéral;;Un homme;;Étudiant étranger;;
109;132.207.180.120;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q45;Q43;4;3;4;4;2;3;2;4;Q62;Q63;Oui;Non;Non;Non;Non;Oui;Oui;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Biomédical;;Un homme;;Étudiant étranger;;
125;132.207.40.70;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q42;Q43;3;2;5;5;5;5;5;5;Q61;Q62;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Mécanique;;Une femme;;Étudiant étranger;;
140;67.71.133.21;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q42;Q45;Q48;5;5;4;5;3;4;4;5;Q62;Q64;Non;Non;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Mathématiques de l'ingénieur;;Un homme;;Étudiant étranger;;
147;24.231.103.236;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q47;Q43;Q41;4;4;5;4;3;4;4;5;Q61;Q64;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Chimique;;Une femme;;Étudiant étranger;;
163;206.167.243.2;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q42;Q45;Q46;3;4;4;3;2;3;3;4;Q64;Q61;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mathématiques de l'ingénieur;;Une femme;;Étudiant étranger;;
189;132.207.44.209;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q45;Q42;2;4;4;2;1;3;3;4;Q64;Q62;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Physique;;Une femme;;Citoyen canadien;;
190;132.207.44.160;Peut-être;Non;Non;Non;Non;Non;Au cours du programme Technopreneur du centre d'entrepreneuriat.;Q3A4;;Q42;Q41;;4;4;3;;;3;3;4;Q61;Q62;Oui;Oui;Non;Non;Oui;Non;Oui;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Physique;;Un homme;;Étudiant étranger;;
192;132.207.108.241;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q48;Q45;Q41;3;3;2;3;4;4;3;4;Q63;Q64;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Électrique;;Une femme;;Étudiant étranger;;no thanks
200;10.200.50.17;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q47;Q48;Q41;1;5;5;5;2;4;4;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
253;132.207.34.67;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q47;Q41;Q48;5;5;5;4;4;5;5;5;Q62;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Industriel;;Un homme;;Étudiant étranger;;That would be awesome if you can consider English-Speaker students during any arrangement of your future programs. -Thanks
259;207.35.200.130;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q41;Q42;4;4;5;3;2;5;4;5;Q62;Q63;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Industriel;;Un homme;;Citoyen canadien;;Mettez des entrepreneurs d'expérience pour diriger le centre entrepreneuriat et donner les cours et non des académiques qui ont étudié entrepreneuriat et qui n'ont aucun track record d'entreprise à succès.
289;139.165.31.11;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q43;Q41;Q46;4;3;4;4;4;3;3;5;Q62;Q64;Non;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Doctorat;;Mécanique;;Une femme;;Étudiant étranger;;
300;10.200.61.46;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q42;Q48;4;4;4;3;1;;;;Q64;Q63;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Civil;;Une femme;;Résident permanent;;
303;70.48.156.169;Oui;Non;Non;Non;Non;Oui;;Q3A4;;Q45;Q41;Q48;4;5;5;3;4;4;4;5;Q62;Q64;Non;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;No
308;74.56.68.93;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q44;Q47;1;2;3;3;3;3;4;4;Q63;Q61;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Oui;Oui;Non;;Doctorat;;Industriel;;Un homme;;Étudiant étranger;;
333;132.207.100.190;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q47;Q48;3;5;5;5;1;5;5;4;Q62;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
345;10.200.51.164;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q47;Q46;1;1;1;1;1;1;1;1;Q61;Q64;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Civil;;Une femme;;Étudiant étranger;;
363;132.204.100.226;Oui;Non;Oui;Non;Non;Oui;;Q3A4;;Q47;Q46;Q41;3;4;4;4;3;4;3;3;Q64;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Mathématiques de l'ingénieur;;Une femme;;Résident permanent;;
367;10.200.32.60;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q42;Q44;4;2;4;2;3;3;2;1;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;N/A
369;10.200.47.103;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q46;Q48;Q47;2;2;4;4;2;4;;5;Q64;Q61;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Industriel;;Un homme;;Étudiant étranger;;
380;132.207.28.90;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q45;Q41;3;4;3;4;3;;;5;Q62;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;
384;132.156.62.191;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q41;Q45;Q47;4;4;5;4;4;4;4;4;Q63;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Non;Oui;Non;Non;;Doctorat;;Industriel;;Un homme;;Étudiant étranger;;
397;10.200.52.63;Peut-être;Oui;Non;Oui;Non;Non;;Q3A4;;Q47;Q48;Q41;3;5;5;5;1;4;5;5;Q64;Q61;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
404;132.207.56.122;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q45;Q46;Q48;3;5;2;4;2;3;5;5;Q63;Q62;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
416;132.207.100.186;Oui;Non;Non;Oui;Non;Non;;Q3A4;;;;;5;5;5;5;5;5;5;5;Q61;Q62;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Une femme;;Résident permanent;;
417;96.127.203.148;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q42;Q48;Q41;5;5;5;5;5;4;4;5;Q61;Q62;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Civil;;Une femme;;Étudiant étranger;;
419;10.200.5.90;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q45;Q42;2;5;3;5;5;5;5;5;Q62;Q64;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;
482;10.200.30.172;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q42;Q46;Q48;3;3;5;4;1;2;3;5;Q63;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Étudiant étranger;;
566;132.207.104.194;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q42;Q41;;3;4;4;4;2;4;4;3;Q61;Q64;Non;Non;Non;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Une femme;;Citoyen canadien;;
616;209.145.254.147;Peut-être;Non;Non;Non;Non;Non;Projet de recherche;Q3A4;;Q41;Q47;Q43;3;3;3;3;5;5;5;5;Q63;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Citoyen canadien;;J’aimerais avoir de possibilité d’avoir un/une menteur/menteuse.
673;132.207.41.166;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q41;Q43;Q48;4;5;5;1;1;5;5;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Oui;Non;Non;;Doctorat;;Mécanique;;Une femme;;Étudiant étranger;;
681;132.205.230.8;Oui;Non;Non;Non;Non;Oui;;Q3A4;;Q48;Q45;Q41;2;3;3;4;2;2;3;4;Q63;Q62;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;
775;198.58.160.155;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q48;Q45;Q41;2;3;3;4;3;4;2;5;Q64;Q62;Oui;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Oui;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
779;70.81.71.90;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q42;Q48;Q46;4;5;5;4;4;3;3;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;
878;132.207.118.73;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q41;Q43;Q48;2;3;3;2;3;4;4;4;Q62;Q64;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Civil;;Un homme;;Étudiant étranger;;Is there a group of introducing information about finding a job or creating a career?
917;132.207.67.78;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q42;Q45;Q41;5;5;5;4;4;3;3;5;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Logiciel;;Une femme;;Étudiant étranger;;
923;132.204.185.211;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q45;Q42;5;3;3;3;3;5;5;3;Q64;Q61;Non;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Résident permanent;;
931;70.55.249.211;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q44;Q45;Q48;4;4;5;4;3;4;5;;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Résident permanent;;les stages devraient etre obligatoirent dans les programmes de doctorat. Chaque doctorants devraient avoir la chance de  travailler avec une entreprise meme si cèest pour son projet de recherche.
938;24.225.171.51;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q48;Q47;3;4;5;5;5;4;4;5;Q61;Q62;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Citoyen canadien;;
962;10.200.42.221;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q45;Q43;3;4;4;4;4;4;4;4;Q62;Q63;Non;Oui;Non;Oui;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;
990;10.10.6.194;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q48;Q45;Q41;5;4;5;4;5;4;4;5;Q63;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Électrique;;Une femme;;Étudiant étranger;;
1112;132.207.108.231;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q41;Q44;3;4;5;5;5;5;5;5;Q63;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Électrique;;Une femme;;Citoyen canadien;;no
1222;204.19.71.2;Peut-être;Oui;Non;Oui;Non;Non;;Q3A4;;Q46;Q41;Q48;2;4;5;2;5;5;5;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Mécanique;;Une femme;;Étudiant étranger;;
1284;10.200.50.132;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q41;Q48;Q47;5;5;5;4;3;4;5;5;Q64;Q63;Non;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Citoyen canadien;;
1299;172.98.67.54;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q42;Q43;Q41;4;5;2;2;2;4;4;5;Q61;Q64;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Civil;;Un homme;;Citoyen canadien;;
1364;157.52.13.103;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q45;Q42;Q41;3;5;4;5;4;3;4;4;Q62;Q61;Non;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Métallurgique;;Une femme;;Étudiant étranger;;Est-ce que c'est possible organiser activites en anglais?
1367;10.200.40.33;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q45;Q46;Q48;4;4;3;1;1;5;4;4;Q62;Q64;Oui;Non;Non;Oui;Non;Oui;Oui;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Une femme;;Étudiant étranger;;-
85;96.127.230.121;Peut-être;Non;Non;Non;Oui;Non;;Q3A5;Après avoir acquis une expérience professionnelle des beaucoup d'années;Q48;Q45;Q46;2;1;4;4;5;4;4;5;Q61;Q64;Oui;Oui;Non;Oui;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Doctorat;;Chimique;;Une femme;;Citoyen canadien;;
129;173.246.13.134;Peut-être;Non;Non;Non;Oui;Non;;Q3A5;Ça prend une idée originale et valide! Une fois que l'idée est trouvée, ça peut arriver à tout moment.;Q41;Q48;Q43;2;3;3;4;4;4;4;4;Q61;Q62;Non;Non;Non;Oui;Oui;Non;Non;Non;N'importe quel comité a selon moi un potentiel entreprenarial (canoe de béton, projet esteban, etc.);Non;Non;Oui;Non;Oui;Oui;Non;;Doctorat;;Industriel;;Un homme;;Citoyen canadien;;"Peut-être ne pas mettre l'accent uniquement sur l'aspect entrepreneurial, qui selon moi a une connotation axée ""business"", mais aussi sur l'aspect projet. Comment trouver des projets, des partenaires. Une idée aussi simple qu'un spectacle à Polytechnique pourrait se matérialiser en une entreprise d'organisation d'événement. Il faut donner accès aux domaines d'intérêt des étudiants. Favoriser la création de comités qui agissent, à mon sens, en tant que mini-entreprise où par exemple les considérations budgétaires sont présentes, mais moins contraignantes que celle d'une vraie entreprise."
379;10.200.58.27;Peut-être;Non;Non;Non;Oui;Non;;Q3A5;quand j'aurai marre de mon domaine actuel;Q48;Q45;Q46;2;2;4;4;4;3;3;5;Q63;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Non;Oui;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
32;192.222.252.117;Oui;Non;Oui;Oui;Non;Non;;Q3A1;;Q44;Q48;Q46;4;3;3;4;2;4;3;3;Q61;;Non;Non;Oui;Non;Non;Oui;Oui;Non;;Oui;Non;Non;Non;Non;Non;Non;;Doctorat;;Mathématiques de l'ingénieur;;Un homme;;Étudiant étranger;;/
246;132.207.41.164;Oui;Oui;Oui;Oui;Non;Non;;Q3A1;;Q43;Q42;Q41;5;4;5;4;2;4;4;5;Q61;Q62;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Citoyen canadien;;
297;10.200.36.63;Oui;Oui;Non;Non;Non;Non;;Q3A1;;Q42;;;1;1;1;1;1;1;1;1;Q61;;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
